,A,B,K
0,0.9735384615384616,0.001,0.020644
1,0.9743076923076923,0.02076923076923077,0.020644
2,0.7414615384615385,0.023692307692307693,0.020644
3,0.6683846153846154,0.024846153846153848,0.020644
4,0.6470769230769231,0.026153846153846153,0.020644
5,0.6384615384615384,0.02646153846153846,0.020644
6,0.6424615384615384,0.026153846153846153,0.020644
7,0.6533846153846153,0.026846153846153846,0.020644
8,0.6692307692307692,0.02753846153846154,0.020644
9,0.6721538461538461,0.028076923076923076,0.020644
10,0.671,0.028923076923076923,0.020644
11,0.6622307692307692,0.02776923076923077,0.020644
12,0.6704615384615384,0.02846153846153846,0.020644
13,0.6817692307692308,0.028153846153846154,0.020644
14,0.6932307692307692,0.028153846153846154,0.020644
15,0.6922307692307692,0.028538461538461537,0.020644
