,A,B,K
0,0.9728461538461538,0.001,0.020644
1,0.9733076923076923,0.019615384615384614,0.020644
2,0.8212307692307692,0.02423076923076923,0.020644
3,0.7350769230769231,0.02653846153846154,0.020644
4,0.6693076923076923,0.027692307692307693,0.020644
5,0.6496153846153846,0.028846153846153848,0.020644
6,0.6412307692307693,0.029153846153846155,0.020644
7,0.6400769230769231,0.028923076923076923,0.020644
8,0.648,0.028923076923076923,0.020644
9,0.6494615384615384,0.028846153846153848,0.020644
10,0.6600769230769231,0.030307692307692306,0.020644
11,0.6550769230769231,0.030076923076923077,0.020644
12,0.6592307692307692,0.029923076923076924,0.020644
13,0.6703076923076923,0.02969230769230769,0.020644
14,0.6723846153846154,0.030692307692307692,0.020644
15,0.6842307692307692,0.029384615384615384,0.020644
