,A,B,K
0,0.896,0.001,0.020566
1,0.8964615384615384,0.024692307692307694,0.020566
2,0.6556153846153846,0.023692307692307693,0.020566
3,0.5928461538461538,0.02523076923076923,0.020566
4,0.6052307692307692,0.025461538461538463,0.020566
5,0.5925384615384616,0.02746153846153846,0.020566
6,0.6153846153846154,0.02753846153846154,0.020566
7,0.615,0.027692307692307693,0.020566
8,0.6196923076923077,0.02753846153846154,0.020566
9,0.6236153846153846,0.027692307692307693,0.020566
10,0.6336153846153846,0.028307692307692308,0.020566
11,0.6403846153846153,0.02776923076923077,0.020566
12,0.6410769230769231,0.02776923076923077,0.020566
13,0.6441538461538462,0.02753846153846154,0.020566
14,0.6415384615384615,0.028615384615384615,0.020566
15,0.6411538461538462,0.027846153846153847,0.020566
16,0.6520769230769231,0.02746153846153846,0.020566
17,0.6514615384615384,0.028692307692307694,0.020566
18,0.6468461538461538,0.027923076923076922,0.020566
19,0.6473846153846153,0.028692307692307694,0.020566
20,0.6486923076923077,0.028076923076923076,0.020566
21,0.6526923076923077,0.028692307692307694,0.020566
22,0.6410769230769231,0.028,0.020566
23,0.6453076923076924,0.028153846153846154,0.020566
24,0.645,0.028615384615384615,0.020566
25,0.6386923076923077,0.028,0.020566
26,0.6458461538461538,0.027923076923076922,0.020566
27,0.648,0.028692307692307694,0.020566
28,0.6422307692307693,0.029076923076923077,0.020566
29,0.6504615384615384,0.028153846153846154,0.020566
