,A,B,K
0,0.9639230769230769,0.001,0.020566
1,0.9627692307692308,0.02169230769230769,0.020566
2,0.7243846153846154,0.024615384615384615,0.020566
3,0.6240769230769231,0.026923076923076925,0.020566
4,0.6187692307692307,0.02746153846153846,0.020566
5,0.6242307692307693,0.02823076923076923,0.020566
6,0.6453846153846153,0.02846153846153846,0.020566
7,0.6567692307692308,0.028846153846153848,0.020566
8,0.6493846153846153,0.028923076923076923,0.020566
9,0.6641538461538462,0.029,0.020566
10,0.6628461538461539,0.02876923076923077,0.020566
11,0.6624615384615384,0.029615384615384616,0.020566
12,0.6693076923076923,0.028923076923076923,0.020566
13,0.6766923076923077,0.029846153846153845,0.020566
14,0.6754615384615384,0.030153846153846153,0.020566
15,0.6783076923076923,0.02930769230769231,0.020566
16,0.6776923076923077,0.029153846153846155,0.020566
17,0.6885384615384615,0.029,0.020566
18,0.692,0.027923076923076922,0.020566
19,0.685076923076923,0.02930769230769231,0.020566
20,0.691923076923077,0.027923076923076922,0.020566
21,0.6885384615384615,0.028538461538461537,0.020566
22,0.6824615384615385,0.02923076923076923,0.020566
