,A,B,K
0,0.9077692307692308,0.001,0.020566
1,0.9085384615384615,0.023,0.020566
2,0.6932307692307692,0.024076923076923076,0.020566
3,0.6165384615384616,0.02623076923076923,0.020566
4,0.6048461538461538,0.02707692307692308,0.020566
5,0.6204615384615385,0.027923076923076922,0.020566
6,0.6396923076923077,0.02776923076923077,0.020566
7,0.6506153846153846,0.027923076923076922,0.020566
8,0.6497692307692308,0.028307692307692308,0.020566
9,0.6586923076923077,0.028307692307692308,0.020566
10,0.6535384615384615,0.028153846153846154,0.020566
11,0.6662307692307692,0.02876923076923077,0.020566
12,0.6585384615384615,0.02976923076923077,0.020566
13,0.6746153846153846,0.028153846153846154,0.020566
14,0.669923076923077,0.028615384615384615,0.020566
15,0.669923076923077,0.028692307692307694,0.020566
16,0.67,0.028538461538461537,0.020566
17,0.6764615384615384,0.02823076923076923,0.020566
18,0.679923076923077,0.027923076923076922,0.020566
19,0.6782307692307692,0.028615384615384615,0.020566
20,0.6708461538461539,0.028615384615384615,0.020566
21,0.6768461538461539,0.028692307692307694,0.020566
22,0.673,0.029076923076923077,0.020566
