,A,B,K
0,0.97,0.001,0.020566
1,0.9701538461538461,0.021461538461538462,0.020566
2,0.7426923076923077,0.023615384615384614,0.020566
3,0.6881538461538461,0.024923076923076923,0.020566
4,0.6631538461538462,0.026615384615384614,0.020566
5,0.6573076923076923,0.02753846153846154,0.020566
6,0.6577692307692308,0.027923076923076922,0.020566
7,0.6615384615384615,0.02969230769230769,0.020566
8,0.6570769230769231,0.02876923076923077,0.020566
9,0.6539230769230769,0.03023076923076923,0.020566
10,0.6506923076923077,0.02969230769230769,0.020566
11,0.6535384615384615,0.029461538461538463,0.020566
12,0.6596153846153846,0.029153846153846155,0.020566
13,0.6576923076923077,0.029923076923076924,0.020566
14,0.6560769230769231,0.02969230769230769,0.020566
15,0.648,0.030384615384615385,0.020566
16,0.6415384615384615,0.029846153846153845,0.020566
17,0.6468461538461538,0.03046153846153846,0.020566
18,0.6527692307692308,0.030692307692307692,0.020566
19,0.6553076923076923,0.029615384615384616,0.020566
20,0.6483076923076924,0.030307692307692306,0.020566
21,0.6404615384615384,0.030692307692307692,0.020566
22,0.6396923076923077,0.03046153846153846,0.020566
23,0.6487692307692308,0.030384615384615385,0.020566
24,0.6519230769230769,0.029615384615384616,0.020566
25,0.6422307692307693,0.029846153846153845,0.020566
26,0.6512307692307693,0.030384615384615385,0.020566
27,0.6464615384615384,0.029615384615384616,0.020566
28,0.6504615384615384,0.030153846153846153,0.020566
