,A,B,K
0,0.9115384615384615,0.001,0.020566
1,0.9116153846153846,0.02023076923076923,0.020566
2,0.7199230769230769,0.022923076923076924,0.020566
3,0.664,0.02576923076923077,0.020566
4,0.6283076923076923,0.02623076923076923,0.020566
5,0.6076153846153847,0.028692307692307694,0.020566
6,0.6054615384615385,0.029,0.020566
7,0.6156153846153846,0.028692307692307694,0.020566
8,0.6104615384615385,0.02976923076923077,0.020566
9,0.6270769230769231,0.029153846153846155,0.020566
10,0.6398461538461538,0.029384615384615384,0.020566
11,0.6452307692307693,0.02923076923076923,0.020566
12,0.6420769230769231,0.029461538461538463,0.020566
13,0.6431538461538462,0.029615384615384616,0.020566
14,0.6506153846153846,0.030076923076923077,0.020566
15,0.6513846153846153,0.028846153846153848,0.020566
16,0.6646923076923077,0.02969230769230769,0.020566
17,0.6712307692307692,0.02923076923076923,0.020566
18,0.6647692307692308,0.029384615384615384,0.020566
19,0.6778461538461539,0.029153846153846155,0.020566
20,0.6681538461538462,0.029384615384615384,0.020566
21,0.6792307692307692,0.03023076923076923,0.020566
22,0.6686923076923077,0.02923076923076923,0.020566
23,0.6715384615384615,0.029384615384615384,0.020566
24,0.666923076923077,0.028615384615384615,0.020566
25,0.6604615384615384,0.030076923076923077,0.020566
26,0.6672307692307692,0.028846153846153848,0.020566
27,0.677,0.029153846153846155,0.020566
28,0.6823846153846154,0.02976923076923077,0.020566
29,0.6831538461538461,0.029538461538461538,0.020566
30,0.6821538461538461,0.028615384615384615,0.020566
31,0.688,0.029461538461538463,0.020566
32,0.6842307692307692,0.029,0.020566
33,0.6884615384615385,0.029846153846153845,0.020566
