,A,B,K
0,0.9634615384615385,0.001,0.020566
1,0.9632307692307692,0.001,0.020566
2,0.9633076923076923,0.022307692307692306,0.020566
3,0.6563846153846153,0.032846153846153844,0.020566
4,0.5727692307692308,0.04023076923076923,0.020566
5,0.5803846153846154,0.046461538461538464,0.020566
6,0.6087692307692307,0.05076923076923077,0.020566
7,0.6293846153846154,0.055,0.020566
8,0.6348461538461538,0.05746153846153846,0.020566
9,0.6493076923076923,0.060307692307692305,0.020566
10,0.6546923076923077,0.06276923076923077,0.020566
11,0.6693846153846154,0.06515384615384616,0.020566
12,0.6528461538461539,0.06715384615384615,0.020566
13,0.6635384615384615,0.06838461538461539,0.020566
14,0.6579230769230769,0.06969230769230769,0.020566
15,0.667,0.07107692307692308,0.020566
16,0.6671538461538462,0.07253846153846154,0.020566
17,0.6741538461538461,0.07292307692307692,0.020566
18,0.6766153846153846,0.07430769230769231,0.020566
19,0.6701538461538461,0.07507692307692308,0.020566
20,0.67,0.0756923076923077,0.020566
21,0.676923076923077,0.07638461538461538,0.020566
22,0.6718461538461539,0.07676923076923077,0.020566
23,0.6806153846153846,0.07769230769230769,0.020566
24,0.6865384615384615,0.07815384615384616,0.020566
25,0.6722307692307692,0.07838461538461539,0.020566
