,A,B,K
0,0.47889323308270676,0.0001,0.00223486
1,0.5317045112781955,0.001300751879699248,0.00223486
2,0.5826827067669172,0.002036842105263158,0.00223486
3,0.6112097744360903,0.002514285714285714,0.00223486
4,0.631190977443609,0.0029458646616541354,0.00223486
5,0.6442736842105263,0.0032781954887218046,0.00223486
6,0.6529255639097744,0.0035669172932330825,0.00223486
7,0.6586751879699249,0.003819548872180451,0.00223486
8,0.6650496240601503,0.004050375939849624,0.00223486
9,0.6692864661654135,0.004266917293233083,0.00223486
10,0.6754812030075188,0.004451127819548872,0.00223486
11,0.6797345864661654,0.004609774436090225,0.00223486
12,0.6825714285714286,0.004758646616541354,0.00223486
13,0.6854187969924812,0.004889473684210526,0.00223486
14,0.6875954887218045,0.005014285714285714,0.00223486
15,0.6927774436090226,0.005127067669172932,0.00223486
16,0.6970368421052632,0.005225563909774436,0.00223486
17,0.6990661654135338,0.0053421052631578946,0.00223486
18,0.7012368421052632,0.005430827067669173,0.00223486
19,0.7030390977443609,0.00551203007518797,0.00223486
20,0.7044233082706767,0.00559624060150376,0.00223486
21,0.7055007518796993,0.005658646616541353,0.00223486
22,0.7064263157894737,0.0057180451127819545,0.00223486
23,0.7074864661654136,0.005778195488721804,0.00223486
24,0.7099887218045112,0.005827067669172932,0.00223486
25,0.710918045112782,0.005877443609022557,0.00223486
26,0.7117541353383459,0.00592781954887218,0.00223486
27,0.7125729323308271,0.005972932330827067,0.00223486
28,0.7132932330827068,0.006010526315789474,0.00223486
29,0.7140045112781955,0.006055639097744361,0.00223486
30,0.7147338345864661,0.006093984962406015,0.00223486
31,0.7156015037593985,0.006135338345864661,0.00223486
32,0.7163691729323308,0.006178195488721804,0.00223486
33,0.7170436090225564,0.006218045112781955,0.00223486
34,0.7175496240601503,0.006264661654135338,0.00223486
35,0.7180932330827068,0.0062992481203007515,0.00223486
36,0.7211954887218045,0.006324812030075188,0.00223486
37,0.7216443609022556,0.00634812030075188,0.00223486
38,0.7222360902255639,0.006374436090225564,0.00223486
39,0.7227812030075188,0.006416541353383458,0.00223486
40,0.723590977443609,0.006445864661654135,0.00223486
41,0.7239714285714286,0.0064631578947368425,0.00223486
42,0.7242992481203008,0.006484962406015038,0.00223486
43,0.7247503759398496,0.006507518796992481,0.00223486
44,0.7250142857142857,0.006536842105263158,0.00223486
45,0.7253345864661654,0.006555639097744361,0.00223486
