,A,B,K
0,0.05938003003003003,2e-05,0.0004695448
1,0.059785615615615614,0.0002087087087087087,0.0004695448
2,0.037996156156156154,0.00030378378378378377,0.0004695448
3,0.030192462462462464,0.0003414114114114114,0.0004695448
4,0.027858828828828827,0.00036984984984984984,0.0004695448
5,0.026583873873873873,0.0003889189189189189,0.0004695448
6,0.02621981981981982,0.0004011711711711712,0.0004695448
7,0.026159189189189188,0.00040894894894894895,0.0004695448
8,0.026215555555555554,0.00041387387387387386,0.0004695448
9,0.026307297297297298,0.0004174174174174174,0.0004695448
10,0.026638168168168167,0.00041933933933933936,0.0004695448
11,0.026821381381381383,0.00042036036036036036,0.0004695448
12,0.02688798798798799,0.00042054054054054056,0.0004695448
13,0.026985705705705704,0.00042333333333333334,0.0004695448
14,0.027096606606606607,0.00042174174174174176,0.0004695448
15,0.02716996996996997,0.0004245045045045045,0.0004695448
16,0.027166216216216215,0.0004231231231231231,0.0004695448
17,0.027283963963963966,0.00042282282282282284,0.0004695448
18,0.027356456456456457,0.00042405405405405403,0.0004695448
19,0.027393723723723725,0.0004249249249249249,0.0004695448
20,0.027464744744744744,0.00042237237237237237,0.0004695448
21,0.02739981981981982,0.0004241141141141141,0.0004695448
22,0.027345195195195196,0.0004248948948948949,0.0004695448
23,0.027449249249249248,0.00042522522522522524,0.0004695448
24,0.027411471471471473,0.0004259459459459459,0.0004695448
25,0.02748069069069069,0.000426966966966967,0.0004695448
26,0.027447447447447447,0.0004256156156156156,0.0004695448
27,0.027406186186186187,0.0004282282282282282,0.0004695448
28,0.027484054054054054,0.00043135135135135134,0.0004695448
29,0.02745897897897898,0.0004292792792792793,0.0004695448
30,0.02756828828828829,0.00042705705705705705,0.0004695448
31,0.02755894894894895,0.00042888888888888886,0.0004695448
