,A,B,K
0,0.5793939393939394,0.0002,0.0043696
1,0.5819666666666666,0.0026515151515151517,0.0043696
2,0.40644545454545455,0.003587878787878788,0.0043696
3,0.33493333333333336,0.004015151515151515,0.0043696
4,0.29036060606060604,0.004324242424242424,0.0043696
5,0.2706,0.004615151515151515,0.0043696
6,0.2646454545454546,0.0048,0.0043696
7,0.2628757575757576,0.004933333333333333,0.0043696
8,0.2650272727272727,0.004969696969696969,0.0043696
9,0.26704545454545453,0.004975757575757576,0.0043696
10,0.26790909090909093,0.004969696969696969,0.0043696
11,0.2658212121212121,0.0050272727272727274,0.0043696
12,0.265769696969697,0.0050363636363636366,0.0043696
13,0.2635848484848485,0.005018181818181818,0.0043696
14,0.26246363636363634,0.005006060606060606,0.0043696
15,0.26071212121212123,0.005060606060606061,0.0043696
16,0.2611272727272727,0.005021212121212121,0.0043696
17,0.26134545454545455,0.005057575757575757,0.0043696
18,0.26185151515151517,0.005118181818181819,0.0043696
19,0.26197272727272725,0.005057575757575757,0.0043696
20,0.2626181818181818,0.005093939393939394,0.0043696
21,0.2636,0.004993939393939394,0.0043696
22,0.2630939393939394,0.005039393939393939,0.0043696
23,0.2631818181818182,0.005,0.0043696
24,0.2621818181818182,0.005039393939393939,0.0043696
