,A,B,K
0,0.5909727272727273,0.0002,0.0043696
1,0.5967787878787879,0.0025818181818181817,0.0043696
2,0.3885212121212121,0.0035727272727272726,0.0043696
3,0.3242515151515151,0.004081818181818182,0.0043696
4,0.29531515151515153,0.004463636363636364,0.0043696
5,0.27894848484848483,0.004648484848484849,0.0043696
6,0.26836363636363636,0.004863636363636363,0.0043696
7,0.2625969696969697,0.0049545454545454545,0.0043696
8,0.26444242424242426,0.004975757575757576,0.0043696
9,0.263369696969697,0.004987878787878788,0.0043696
10,0.26315151515151514,0.004993939393939394,0.0043696
11,0.264369696969697,0.005057575757575757,0.0043696
12,0.2673212121212121,0.005039393939393939,0.0043696
13,0.2675848484848485,0.005063636363636364,0.0043696
14,0.2673121212121212,0.00503030303030303,0.0043696
15,0.26824848484848485,0.005042424242424242,0.0043696
16,0.2694212121212121,0.005060606060606061,0.0043696
17,0.26937272727272726,0.005084848484848485,0.0043696
18,0.27136363636363636,0.005003030303030303,0.0043696
19,0.27202727272727273,0.005033333333333333,0.0043696
20,0.27221212121212124,0.0050272727272727274,0.0043696
21,0.2700757575757576,0.00503030303030303,0.0043696
22,0.27226060606060604,0.005033333333333333,0.0043696
23,0.2712242424242424,0.00506969696969697,0.0043696
24,0.2706727272727273,0.005006060606060606,0.0043696
25,0.27116666666666667,0.005066666666666666,0.0043696
26,0.2703,0.005003030303030303,0.0043696
27,0.2697787878787879,0.0050272727272727274,0.0043696
28,0.2702939393939394,0.005084848484848485,0.0043696
29,0.26913030303030305,0.005006060606060606,0.0043696
30,0.2693,0.0051090909090909095,0.0043696
31,0.27024848484848485,0.0050515151515151515,0.0043696
32,0.26983636363636365,0.0050272727272727274,0.0043696
33,0.2708030303030303,0.005096969696969697,0.0043696
