,A,B,K
0,0.2975263157894737,0.0001,0.00223486
1,0.29928345864661654,0.0013075187969924813,0.00223486
2,0.19876165413533833,0.001700751879699248,0.00223486
3,0.16261127819548873,0.001925563909774436,0.00223486
4,0.1490593984962406,0.0020593984962406016,0.00223486
5,0.1437548872180451,0.0021541353383458645,0.00223486
6,0.1403593984962406,0.0022398496240601503,0.00223486
7,0.1391721804511278,0.0022609022556390975,0.00223486
8,0.13903533834586465,0.0022962406015037593,0.00223486
9,0.13839172932330826,0.002318796992481203,0.00223486
10,0.1376315789473684,0.002330827067669173,0.00223486
11,0.1371609022556391,0.0023481203007518795,0.00223486
12,0.13677744360902255,0.0023578947368421053,0.00223486
13,0.13677443609022558,0.002381203007518797,0.00223486
14,0.1362045112781955,0.002381203007518797,0.00223486
15,0.13621654135338346,0.002401503759398496,0.00223486
16,0.13586015037593985,0.00238796992481203,0.00223486
17,0.13634887218045114,0.002376691729323308,0.00223486
18,0.13586842105263158,0.0023834586466165413,0.00223486
19,0.13615714285714287,0.002417293233082707,0.00223486
20,0.13540225563909775,0.0024165413533834587,0.00223486
21,0.13624285714285714,0.00238796992481203,0.00223486
22,0.13640225563909775,0.002393984962406015,0.00223486
23,0.13670526315789475,0.0024,0.00223486
