,version,time (s),peak memory
0,"v2: no GPU, yes sparse",1608.8046650886536,1779453926
1,"v3: yes GPU, no sparse",1603.9237730503082,1779453926
2,"v4: yes GPU, yes sparse",295.4406507015228,2405300368
