,A,B,K
0,0.843,0.001,0.020566
1,0.8416153846153847,0.021076923076923076,0.020566
2,0.7358461538461538,0.022846153846153846,0.020566
3,0.6196153846153846,0.024538461538461537,0.020566
4,0.6100769230769231,0.025153846153846155,0.020566
5,0.6050769230769231,0.025846153846153845,0.020566
6,0.6114615384615385,0.02676923076923077,0.020566
7,0.6351538461538462,0.027153846153846153,0.020566
8,0.6511538461538462,0.027307692307692307,0.020566
9,0.6573846153846153,0.02746153846153846,0.020566
10,0.6498461538461539,0.02623076923076923,0.020566
11,0.6421538461538462,0.027,0.020566
12,0.6422307692307693,0.028307692307692308,0.020566
13,0.6438461538461538,0.029,0.020566
14,0.6386153846153846,0.028538461538461537,0.020566
15,0.6406153846153846,0.028384615384615383,0.020566
16,0.642,0.028,0.020566
17,0.6560769230769231,0.02876923076923077,0.020566
18,0.6445384615384615,0.028846153846153848,0.020566
19,0.6417692307692308,0.029076923076923077,0.020566
20,0.6440769230769231,0.02923076923076923,0.020566
21,0.6537692307692308,0.02969230769230769,0.020566
22,0.6595384615384615,0.02823076923076923,0.020566
23,0.6676923076923077,0.029153846153846155,0.020566
24,0.6703076923076923,0.029846153846153845,0.020566
25,0.6736923076923077,0.029,0.020566
26,0.6706153846153846,0.029076923076923077,0.020566
27,0.684076923076923,0.02923076923076923,0.020566
28,0.685,0.029384615384615384,0.020566
29,0.6875384615384615,0.029076923076923077,0.020566
30,0.6836923076923077,0.029615384615384616,0.020566
31,0.6823846153846154,0.029615384615384616,0.020566
32,0.6798461538461539,0.02930769230769231,0.020566
33,0.6834615384615385,0.029,0.020566
34,0.687,0.029846153846153845,0.020566
35,0.6794615384615385,0.029846153846153845,0.020566
36,0.6873076923076923,0.029923076923076924,0.020566
