,version,time (s),peak memory
0,"v2: no GPU, yes sparse",17.455610990524292,37658937
1,"v3: yes GPU, no sparse",2.1345722675323486,25831622
2,"v4: yes GPU, yes sparse",16.859315633773804,17121887
