,A,B,K
0,0.9066153846153846,0.001,0.020566
1,0.9068461538461539,0.022846153846153846,0.020566
2,0.6845384615384615,0.024076923076923076,0.020566
3,0.6268461538461538,0.025,0.020566
4,0.6123846153846154,0.02623076923076923,0.020566
5,0.6103076923076923,0.026692307692307692,0.020566
6,0.6086153846153847,0.027615384615384615,0.020566
7,0.6073076923076923,0.027923076923076922,0.020566
8,0.6179230769230769,0.028692307692307694,0.020566
9,0.6418461538461538,0.028076923076923076,0.020566
10,0.6466923076923077,0.028538461538461537,0.020566
11,0.6603076923076923,0.02969230769230769,0.020566
12,0.6606923076923077,0.028307692307692308,0.020566
13,0.658,0.029153846153846155,0.020566
14,0.6565384615384615,0.028615384615384615,0.020566
15,0.6643076923076923,0.029923076923076924,0.020566
16,0.6613846153846153,0.030076923076923077,0.020566
17,0.6612307692307692,0.029538461538461538,0.020566
18,0.6674615384615384,0.02930769230769231,0.020566
