,A,B,K
0,0.9125384615384615,0.001,0.020566
1,0.9130769230769231,0.021076923076923076,0.020566
2,0.7737692307692308,0.02423076923076923,0.020566
3,0.6767692307692308,0.02623076923076923,0.020566
4,0.6370769230769231,0.02776923076923077,0.020566
5,0.6335384615384615,0.028,0.020566
6,0.6377692307692308,0.028307692307692308,0.020566
7,0.6569230769230769,0.028615384615384615,0.020566
8,0.6776923076923077,0.029384615384615384,0.020566
9,0.6701538461538461,0.02923076923076923,0.020566
10,0.679,0.029846153846153845,0.020566
11,0.679076923076923,0.027923076923076922,0.020566
12,0.6913846153846154,0.029846153846153845,0.020566
13,0.6856923076923077,0.030153846153846153,0.020566
14,0.6892307692307692,0.029076923076923077,0.020566
15,0.6885384615384615,0.029153846153846155,0.020566
16,0.6843846153846154,0.029,0.020566
17,0.6752307692307692,0.029615384615384616,0.020566
18,0.6690769230769231,0.028692307692307694,0.020566
19,0.6815384615384615,0.02969230769230769,0.020566
20,0.6823076923076923,0.02976923076923077,0.020566
21,0.6776923076923077,0.029153846153846155,0.020566
22,0.6718461538461539,0.029153846153846155,0.020566
23,0.677923076923077,0.029,0.020566
24,0.6815384615384615,0.02846153846153846,0.020566
25,0.6773846153846154,0.028538461538461537,0.020566
26,0.6876923076923077,0.029538461538461538,0.020566
27,0.6885384615384615,0.02930769230769231,0.020566
28,0.6901538461538461,0.028615384615384615,0.020566
29,0.6938461538461539,0.028923076923076923,0.020566
30,0.6947692307692308,0.028538461538461537,0.020566
31,0.6917692307692308,0.028923076923076923,0.020566
32,0.680923076923077,0.029615384615384616,0.020566
33,0.6898461538461539,0.029538461538461538,0.020566
34,0.6934615384615385,0.029,0.020566
35,0.696076923076923,0.028384615384615383,0.020566
36,0.697076923076923,0.029461538461538463,0.020566
37,0.6983846153846154,0.02876923076923077,0.020566
38,0.6918461538461539,0.028846153846153848,0.020566
39,0.6978461538461539,0.030076923076923077,0.020566
