,A,B,K
0,0.9031538461538462,0.001,0.020566
1,0.9033076923076923,0.021384615384615384,0.020566
2,0.7074615384615385,0.023769230769230768,0.020566
3,0.6343846153846154,0.025153846153846155,0.020566
4,0.6164615384615385,0.02676923076923077,0.020566
5,0.6108461538461538,0.02676923076923077,0.020566
6,0.6215384615384615,0.027923076923076922,0.020566
7,0.627,0.02846153846153846,0.020566
8,0.6356923076923077,0.028615384615384615,0.020566
9,0.6334615384615384,0.02876923076923077,0.020566
10,0.6516153846153846,0.02930769230769231,0.020566
11,0.655,0.02930769230769231,0.020566
12,0.6604615384615384,0.028923076923076923,0.020566
13,0.6617692307692308,0.02823076923076923,0.020566
14,0.6663076923076923,0.02930769230769231,0.020566
15,0.6652307692307692,0.028538461538461537,0.020566
16,0.6668461538461539,0.029461538461538463,0.020566
