,version,time (s),peak memory
0,"v2: no GPU, yes sparse",274.2500829696655,507597961
1,"v3: yes GPU, no sparse",14.425880432128906,616184458
2,"v4: yes GPU, yes sparse",254.33701252937317,601296743
